,No,ExpNo,FileCode,PhotoCode,ExtractionType,ExpCode,DAI,Host,HostVariety,Treatment,Condition,Dilution,techRepNumber,isoRepNumber,sampleNumber,ExposureTreatment,chl,ES5_digital_WBonly_T_tuk
136,136,ES5,DSC_0007.sample1.clean.jpg,NA,Digital,ES5_46,7DAI,Soybean,AG4632,DMCC2165,Stationary,100fold,stemRep1,isolateRep1,sample1,WB_only,189.2,30.1994293
137,137,ES5,DSC_0007.sample2.clean.jpg,NA,Digital,ES5_46,7DAI,Soybean,AG4632,DMCC2165,Stationary,100fold,stemRep1,isolateRep1,sample2,WB_only,259.8,37.11209279
138,138,ES5,DSC_0007.sample3.clean.jpg,NA,Digital,ES5_46,7DAI,Soybean,AG4632,DMCC2165,Stationary,100fold,stemRep1,isolateRep1,sample3,WB_only,279.9,38.95398422
139,139,ES5,DSC_0225.sample1.clean.jpg,NA,Digital,ES5_47,7DAI,Soybean,AG4632,DMCC2165,Stationary,100fold,stemRep2,isolateRep1,sample1,WB_only,100,19.95262315
140,140,ES5,DSC_0225.sample2.clean.jpg,NA,Digital,ES5_47,7DAI,Soybean,AG4632,DMCC2165,Stationary,100fold,stemRep2,isolateRep1,sample2,WB_only,104.4,20.51895902
141,141,ES5,DSC_0225.sample3.clean.jpg,NA,Digital,ES5_47,7DAI,Soybean,AG4632,DMCC2165,Stationary,100fold,stemRep2,isolateRep1,sample3,WB_only,103,20.33968375
142,142,ES5,DSC_0240.sample1.clean.jpg,NA,Digital,ES5_48,7DAI,Soybean,AG4632,DMCC2165,Stationary,100fold,stemRep3,isolateRep1,sample1,WB_only,198.5,31.15618918
143,143,ES5,DSC_0240.sample2.clean.jpg,NA,Digital,ES5_48,7DAI,Soybean,AG4632,DMCC2165,Stationary,100fold,stemRep3,isolateRep1,sample2,WB_only,204.2,31.7348339
144,144,ES5,DSC_0240.sample3.clean.jpg,NA,Digital,ES5_48,7DAI,Soybean,AG4632,DMCC2165,Stationary,100fold,stemRep3,isolateRep1,sample3,WB_only,217.3,33.04371153
145,145,ES5,DSC_0620.sample1.clean.jpg,NA,Digital,ES5_49,7DAI,Soybean,AG4632,control,Shaking,25fold,stemRep1,isolateRep2,sample1,WB_only,108.7,21.06440536
146,146,ES5,DSC_0620.sample2.clean.jpg,NA,Digital,ES5_49,7DAI,Soybean,AG4632,control,Shaking,25fold,stemRep1,isolateRep2,sample2,WB_only,143.7,25.25497246
147,147,ES5,DSC_0620.sample3.clean.jpg,NA,Digital,ES5_49,7DAI,Soybean,AG4632,control,Shaking,25fold,stemRep1,isolateRep2,sample3,WB_only,58.8,14.12847417
148,148,ES5,DSC_0216.sample1.clean.jpg,NA,Digital,ES5_50,7DAI,Soybean,AG4632,control,Shaking,25fold,stemRep2,isolateRep2,sample1,WB_only,44,11.70157282
149,149,ES5,DSC_0216.sample2.clean.jpg,NA,Digital,ES5_50,7DAI,Soybean,AG4632,control,Shaking,25fold,stemRep2,isolateRep2,sample2,WB_only,58.9,14.14408774
150,150,ES5,DSC_0216.sample3.clean.jpg,NA,Digital,ES5_50,7DAI,Soybean,AG4632,control,Shaking,25fold,stemRep2,isolateRep2,sample3,WB_only,63.7,14.88300512
151,151,ES5,DSC_0610.sample1.clean.jpg,NA,Digital,ES5_51,7DAI,Soybean,AG4632,control,Shaking,25fold,stemRep3,isolateRep2,sample1,WB_only,124.7,23.03102118
152,152,ES5,DSC_0610.sample2.clean.jpg,NA,Digital,ES5_51,7DAI,Soybean,AG4632,control,Shaking,25fold,stemRep3,isolateRep2,sample2,WB_only,174.8,28.68480675
153,153,ES5,DSC_0610.sample3.clean.jpg,NA,Digital,ES5_51,7DAI,Soybean,AG4632,control,Shaking,25fold,stemRep3,isolateRep2,sample3,WB_only,201.1,31.42084396
154,154,ES5,NA,NA,Digital,ES5_52,7DAI,Soybean,AG4632,control,Stationary,25fold,stemRep1,isolateRep2,sample1,WB_only,NA,NA
155,155,ES5,NA,NA,Digital,ES5_52,7DAI,Soybean,AG4632,control,Stationary,25fold,stemRep1,isolateRep2,sample2,WB_only,NA,NA
156,156,ES5,NA,NA,Digital,ES5_52,7DAI,Soybean,AG4632,control,Stationary,25fold,stemRep1,isolateRep2,sample3,WB_only,NA,NA
157,157,ES5,DSC_0612.sample1.clean.jpg,NA,Digital,ES5_53,7DAI,Soybean,AG4632,control,Stationary,25fold,stemRep2,isolateRep2,sample1,WB_only,208.9,32.2077203
158,158,ES5,DSC_0612.sample2.clean.jpg,NA,Digital,ES5_53,7DAI,Soybean,AG4632,control,Stationary,25fold,stemRep2,isolateRep2,sample2,WB_only,219,33.21151404
159,159,ES5,DSC_0612.sample3.clean.jpg,NA,Digital,ES5_53,7DAI,Soybean,AG4632,control,Stationary,25fold,stemRep2,isolateRep2,sample3,WB_only,262.6,37.37158944
160,160,ES5,DSC_0188.sample1.clean.jpg,NA,Digital,ES5_54,7DAI,Soybean,AG4632,control,Stationary,25fold,stemRep3,isolateRep2,sample1,WB_only,111.9,21.46542819
161,161,ES5,DSC_0188.sample2.clean.jpg,NA,Digital,ES5_54,7DAI,Soybean,AG4632,control,Stationary,25fold,stemRep3,isolateRep2,sample2,WB_only,128.5,23.48480903
162,162,ES5,DSC_0188.sample3.clean.jpg,NA,Digital,ES5_54,7DAI,Soybean,AG4632,control,Stationary,25fold,stemRep3,isolateRep2,sample3,WB_only,138.7,24.68025825
163,163,ES5,DSC_0138.sample1.clean.jpg,NA,Digital,ES5_55,7DAI,Soybean,AG4632,control,Shaking,100fold,stemRep1,isolateRep2,sample1,WB_only,155.7,26.6064908
164,164,ES5,DSC_0138.sample2.clean.jpg,NA,Digital,ES5_55,7DAI,Soybean,AG4632,control,Shaking,100fold,stemRep1,isolateRep2,sample2,WB_only,235.9,34.85564804
165,165,ES5,DSC_0138.sample3.clean.jpg,NA,Digital,ES5_55,7DAI,Soybean,AG4632,control,Shaking,100fold,stemRep1,isolateRep2,sample3,WB_only,275.8,38.58213623
166,166,ES5,DSC_0218.sample1.clean.jpg,NA,Digital,ES5_56,7DAI,Soybean,AG4632,control,Shaking,100fold,stemRep2,isolateRep2,sample1,WB_only,164,27.52000454
167,167,ES5,DSC_0218.sample2.clean.jpg,NA,Digital,ES5_56,7DAI,Soybean,AG4632,control,Shaking,100fold,stemRep2,isolateRep2,sample2,WB_only,180.1,29.2471743
168,168,ES5,DSC_0218.sample3.clean.jpg,NA,Digital,ES5_56,7DAI,Soybean,AG4632,control,Shaking,100fold,stemRep2,isolateRep2,sample3,WB_only,250.8,36.27128117
169,169,ES5,DSC_0039.sample1.clean.jpg,NA,Digital,ES5_57,7DAI,Soybean,AG4632,control,Shaking,100fold,stemRep3,isolateRep2,sample1,WB_only,117.5,22.1576967
170,170,ES5,DSC_0039.sample2.clean.jpg,NA,Digital,ES5_57,7DAI,Soybean,AG4632,control,Shaking,100fold,stemRep3,isolateRep2,sample2,WB_only,117.5,22.1576967
171,171,ES5,DSC_0039.sample3.clean.jpg,NA,Digital,ES5_57,7DAI,Soybean,AG4632,control,Shaking,100fold,stemRep3,isolateRep2,sample3,WB_only,241.8,35.41983981
172,172,ES5,DSC_0253.sample1.clean.jpg,NA,Digital,ES5_58,7DAI,Soybean,AG4632,control,Stationary,100fold,stemRep1,isolateRep2,sample1,WB_only,230,34.2864952
173,173,ES5,DSC_0253.sample2.clean.jpg,NA,Digital,ES5_58,7DAI,Soybean,AG4632,control,Stationary,100fold,stemRep1,isolateRep2,sample2,WB_only,243.2,35.55300557
174,174,ES5,DSC_0253.sample3.clean.jpg,NA,Digital,ES5_58,7DAI,Soybean,AG4632,control,Stationary,100fold,stemRep1,isolateRep2,sample3,WB_only,255.2,36.68364108
175,175,ES5,DSC_0033.sample1.clean.jpg,NA,Digital,ES5_59,7DAI,Soybean,AG4632,control,Stationary,100fold,stemRep2,isolateRep2,sample1,WB_only,249.7,36.16779667
176,176,ES5,DSC_0033.sample2.clean.jpg,NA,Digital,ES5_59,7DAI,Soybean,AG4632,control,Stationary,100fold,stemRep2,isolateRep2,sample2,WB_only,232.9,34.56687885
177,177,ES5,DSC_0033.sample3.clean.jpg,NA,Digital,ES5_59,7DAI,Soybean,AG4632,control,Stationary,100fold,stemRep2,isolateRep2,sample3,WB_only,192.5,30.54076962
178,178,ES5,DSC_0017.sample1.clean.jpg,NA,Digital,ES5_60,7DAI,Soybean,AG4632,control,Stationary,100fold,stemRep3,isolateRep2,sample1,WB_only,185.5,29.81422633
179,179,ES5,DSC_0017.sample2.clean.jpg,NA,Digital,ES5_60,7DAI,Soybean,AG4632,control,Stationary,100fold,stemRep3,isolateRep2,sample2,WB_only,234.1,34.68254184
180,180,ES5,DSC_0017.sample3.clean.jpg,NA,Digital,ES5_60,7DAI,Soybean,AG4632,control,Stationary,100fold,stemRep3,isolateRep2,sample3,WB_only,247.8,35.98867408
181,181,ES5,DSC_0118.sample1.clean.jpg,NA,Digital,ES5_61,7DAI,Soybean,AG4632,DMCC2126,Shaking,25fold,stemRep1,isolateRep2,sample1,WB_only,40.4,11.07000679
182,182,ES5,DSC_0118.sample2.clean.jpg,NA,Digital,ES5_61,7DAI,Soybean,AG4632,DMCC2126,Shaking,25fold,stemRep1,isolateRep2,sample2,WB_only,44.6,11.80504531
183,183,ES5,DSC_0118.sample3.clean.jpg,NA,Digital,ES5_61,7DAI,Soybean,AG4632,DMCC2126,Shaking,25fold,stemRep1,isolateRep2,sample3,WB_only,52.4,13.10887241
184,184,ES5,DSC_0111.sample1.clean.jpg,NA,Digital,ES5_62,7DAI,Soybean,AG4632,DMCC2126,Shaking,25fold,stemRep2,isolateRep2,sample1,WB_only,61.3,14.51607851
185,185,ES5,DSC_0111.sample2.clean.jpg,NA,Digital,ES5_62,7DAI,Soybean,AG4632,DMCC2126,Shaking,25fold,stemRep2,isolateRep2,sample2,WB_only,62.4,14.68486584
186,186,ES5,DSC_0111.sample3.clean.jpg,NA,Digital,ES5_62,7DAI,Soybean,AG4632,DMCC2126,Shaking,25fold,stemRep2,isolateRep2,sample3,WB_only,85.6,18.0346595
187,187,ES5,DSC_0200.sample1.clean.jpg,NA,Digital,ES5_63,7DAI,Soybean,AG4632,DMCC2126,Shaking,25fold,stemRep3,isolateRep2,sample1,WB_only,59.5,14.23757509
188,188,ES5,DSC_0200.sample2.clean.jpg,NA,Digital,ES5_63,7DAI,Soybean,AG4632,DMCC2126,Shaking,25fold,stemRep3,isolateRep2,sample2,WB_only,61.4,14.53146637
189,189,ES5,DSC_0200.sample3.clean.jpg,NA,Digital,ES5_63,7DAI,Soybean,AG4632,DMCC2126,Shaking,25fold,stemRep3,isolateRep2,sample3,WB_only,97,19.56147628
190,190,ES5,DSC_0195.sample1.clean.jpg,NA,Digital,ES5_64,7DAI,Soybean,AG4632,DMCC2126,Stationary,25fold,stemRep1,isolateRep2,sample1,WB_only,159.1,26.98271317
191,191,ES5,DSC_0195.sample2.clean.jpg,NA,Digital,ES5_64,7DAI,Soybean,AG4632,DMCC2126,Stationary,25fold,stemRep1,isolateRep2,sample2,WB_only,259,37.03777138
192,192,ES5,DSC_0195.sample3.clean.jpg,NA,Digital,ES5_64,7DAI,Soybean,AG4632,DMCC2126,Stationary,25fold,stemRep1,isolateRep2,sample3,WB_only,263.3,37.43631203
193,193,ES5,DSC_0131.sample1.clean.jpg,NA,Digital,ES5_65,7DAI,Soybean,AG4632,DMCC2126,Stationary,25fold,stemRep2,isolateRep2,sample1,WB_only,50.6,12.81438701
194,194,ES5,DSC_0131.sample2.clean.jpg,NA,Digital,ES5_65,7DAI,Soybean,AG4632,DMCC2126,Stationary,25fold,stemRep2,isolateRep2,sample2,WB_only,49.3,12.59941838
195,195,ES5,DSC_0131.sample3.clean.jpg,NA,Digital,ES5_65,7DAI,Soybean,AG4632,DMCC2126,Stationary,25fold,stemRep2,isolateRep2,sample3,WB_only,63.7,14.88300512
196,196,ES5,DSC_0005.sample1.clean.jpg,NA,Digital,ES5_66,7DAI,Soybean,AG4632,DMCC2126,Stationary,25fold,stemRep3,isolateRep2,sample1,WB_only,187.4,30.01236581
197,197,ES5,DSC_0005.sample2.clean.jpg,NA,Digital,ES5_66,7DAI,Soybean,AG4632,DMCC2126,Stationary,25fold,stemRep3,isolateRep2,sample2,WB_only,188.7,30.14752994
198,198,ES5,DSC_0005.sample3.clean.jpg,NA,Digital,ES5_66,7DAI,Soybean,AG4632,DMCC2126,Stationary,25fold,stemRep3,isolateRep2,sample3,WB_only,148.3,25.77755654
199,199,ES5,DSC_0146.sample1.clean.jpg,NA,Digital,ES5_67,7DAI,Soybean,AG4632,DMCC2126,Shaking,100fold,stemRep1,isolateRep2,sample1,WB_only,232.6,34.53793054
200,200,ES5,DSC_0146.sample2.clean.jpg,NA,Digital,ES5_67,7DAI,Soybean,AG4632,DMCC2126,Shaking,100fold,stemRep1,isolateRep2,sample2,WB_only,255.3,36.69298384
201,201,ES5,DSC_0146.sample3.clean.jpg,NA,Digital,ES5_67,7DAI,Soybean,AG4632,DMCC2126,Shaking,100fold,stemRep1,isolateRep2,sample3,WB_only,270.4,38.08941887
202,202,ES5,DSC_0204.sample1.clean.jpg,NA,Digital,ES5_68,7DAI,Soybean,AG4632,DMCC2126,Shaking,100fold,stemRep2,isolateRep2,sample1,WB_only,156.9,26.73960043
203,203,ES5,DSC_0204.sample2.clean.jpg,NA,Digital,ES5_68,7DAI,Soybean,AG4632,DMCC2126,Shaking,100fold,stemRep2,isolateRep2,sample2,WB_only,88,18.36173591
204,204,ES5,DSC_0204.sample3.clean.jpg,NA,Digital,ES5_68,7DAI,Soybean,AG4632,DMCC2126,Shaking,100fold,stemRep2,isolateRep2,sample3,WB_only,133,24.01615991
205,205,ES5,DSC_0662.sample1.clean.jpg,NA,Digital,ES5_69,7DAI,Soybean,AG4632,DMCC2126,Shaking,100fold,stemRep3,isolateRep2,sample1,WB_only,168.4,27.99770006
206,206,ES5,DSC_0662.sample2.clean.jpg,NA,Digital,ES5_69,7DAI,Soybean,AG4632,DMCC2126,Shaking,100fold,stemRep3,isolateRep2,sample2,WB_only,243.4,35.57200732
207,207,ES5,DSC_0662.sample3.clean.jpg,NA,Digital,ES5_69,7DAI,Soybean,AG4632,DMCC2126,Shaking,100fold,stemRep3,isolateRep2,sample3,WB_only,263.9,37.49174061
208,208,ES5,DSC_0231.sample1.clean.jpg,NA,Digital,ES5_70,7DAI,Soybean,AG4632,DMCC2126,Stationary,100fold,stemRep1,isolateRep2,sample1,WB_only,178.8,29.1097774
209,209,ES5,DSC_0231.sample2.clean.jpg,NA,Digital,ES5_70,7DAI,Soybean,AG4632,DMCC2126,Stationary,100fold,stemRep1,isolateRep2,sample2,WB_only,232.9,34.56687885
210,210,ES5,DSC_0231.sample3.clean.jpg,NA,Digital,ES5_70,7DAI,Soybean,AG4632,DMCC2126,Stationary,100fold,stemRep1,isolateRep2,sample3,WB_only,264.4,37.53789741
211,211,ES5,DSC_0161.sample1.clean.jpg,NA,Digital,ES5_71,7DAI,Soybean,AG4632,DMCC2126,Stationary,100fold,stemRep2,isolateRep2,sample1,WB_only,169.9,28.15954909
212,212,ES5,DSC_0161.sample2.clean.jpg,NA,Digital,ES5_71,7DAI,Soybean,AG4632,DMCC2126,Stationary,100fold,stemRep2,isolateRep2,sample2,WB_only,192.3,30.52014093
213,213,ES5,DSC_0161.sample3.clean.jpg,NA,Digital,ES5_71,7DAI,Soybean,AG4632,DMCC2126,Stationary,100fold,stemRep2,isolateRep2,sample3,WB_only,252,36.38399233
214,214,ES5,DSC_0664.sample1.clean.jpg,NA,Digital,ES5_72,7DAI,Soybean,AG4632,DMCC2126,Stationary,100fold,stemRep3,isolateRep2,sample1,WB_only,137.5,24.54125419
215,215,ES5,DSC_0664.sample2.clean.jpg,NA,Digital,ES5_72,7DAI,Soybean,AG4632,DMCC2126,Stationary,100fold,stemRep3,isolateRep2,sample2,WB_only,210.9,32.40781693
216,216,ES5,DSC_0664.sample3.clean.jpg,NA,Digital,ES5_72,7DAI,Soybean,AG4632,DMCC2126,Stationary,100fold,stemRep3,isolateRep2,sample3,WB_only,247.5,35.96034769
217,217,ES5,DSC_0087.sample1.clean.jpg,NA,Digital,ES5_73,7DAI,Soybean,AG4632,DMCC2127,Shaking,100fold,stemRep1,isolateRep2,sample1,WB_only,37.1,10.47352904
218,218,ES5,DSC_0087.sample2.clean.jpg,NA,Digital,ES5_73,7DAI,Soybean,AG4632,DMCC2127,Shaking,100fold,stemRep1,isolateRep2,sample2,WB_only,92.3,18.94004932
219,219,ES5,DSC_0087.sample3.clean.jpg,NA,Digital,ES5_73,7DAI,Soybean,AG4632,DMCC2127,Shaking,100fold,stemRep1,isolateRep2,sample3,WB_only,150.3,26.0029929
220,220,ES5,DSC_0105.sample1.clean.jpg,NA,Digital,ES5_74,7DAI,Soybean,AG4632,DMCC2127,Shaking,100fold,stemRep2,isolateRep2,sample1,WB_only,85.8,18.0620374
221,221,ES5,DSC_0105.sample2.clean.jpg,NA,Digital,ES5_74,7DAI,Soybean,AG4632,DMCC2127,Shaking,100fold,stemRep2,isolateRep2,sample2,WB_only,42.3,11.40568147
222,222,ES5,DSC_0105.sample3.clean.jpg,NA,Digital,ES5_74,7DAI,Soybean,AG4632,DMCC2127,Shaking,100fold,stemRep2,isolateRep2,sample3,WB_only,77.4,16.89202146
223,223,ES5,DSC_0136.sample1.clean.jpg,NA,Digital,ES5_75,7DAI,Soybean,AG4632,DMCC2127,Shaking,100fold,stemRep3,isolateRep2,sample1,WB_only,62.7,14.73071752
224,224,ES5,DSC_0136.sample2.clean.jpg,NA,Digital,ES5_75,7DAI,Soybean,AG4632,DMCC2127,Shaking,100fold,stemRep3,isolateRep2,sample2,WB_only,73.5,16.33378258
225,225,ES5,DSC_0136.sample3.clean.jpg,NA,Digital,ES5_75,7DAI,Soybean,AG4632,DMCC2127,Shaking,100fold,stemRep3,isolateRep2,sample3,WB_only,113.5,21.66443214
226,226,ES5,DSC_0633.sample1.clean.jpg,NA,Digital,ES5_76,7DAI,Soybean,AG4632,DMCC2127,Stationary,25fold,stemRep1,isolateRep2,sample1,WB_only,124.3,22.98297442
227,227,ES5,DSC_0633.sample2.clean.jpg,NA,Digital,ES5_76,7DAI,Soybean,AG4632,DMCC2127,Stationary,25fold,stemRep1,isolateRep2,sample2,WB_only,138.8,24.69182288
228,228,ES5,DSC_0633.sample3.clean.jpg,NA,Digital,ES5_76,7DAI,Soybean,AG4632,DMCC2127,Stationary,25fold,stemRep1,isolateRep2,sample3,WB_only,132.3,23.93392351
229,229,ES5,DSC_0019.sample1.clean.jpg,NA,Digital,ES5_77,7DAI,Soybean,AG4632,DMCC2127,Stationary,25fold,stemRep2,isolateRep2,sample1,WB_only,79.1,17.13226227
230,230,ES5,DSC_0019.sample2.clean.jpg,NA,Digital,ES5_77,7DAI,Soybean,AG4632,DMCC2127,Stationary,25fold,stemRep2,isolateRep2,sample2,WB_only,77,16.8352268
231,231,ES5,DSC_0019.sample3.clean.jpg,NA,Digital,ES5_77,7DAI,Soybean,AG4632,DMCC2127,Stationary,25fold,stemRep2,isolateRep2,sample3,WB_only,71,15.97047843
232,232,ES5,DSC_0177.sample1.clean.jpg,NA,Digital,ES5_78,7DAI,Soybean,AG4632,DMCC2127,Stationary,25fold,stemRep3,isolateRep2,sample1,WB_only,188.2,30.09558242
233,233,ES5,DSC_0177.sample2.clean.jpg,NA,Digital,ES5_78,7DAI,Soybean,AG4632,DMCC2127,Stationary,25fold,stemRep3,isolateRep2,sample2,WB_only,222,33.50652843
234,234,ES5,DSC_0177.sample3.clean.jpg,NA,Digital,ES5_78,7DAI,Soybean,AG4632,DMCC2127,Stationary,25fold,stemRep3,isolateRep2,sample3,WB_only,203.8,31.69441329
235,235,ES5,DSC_0080.sample1.clean.jpg,NA,Digital,ES5_79,7DAI,Soybean,AG4632,DMCC2127,Shaking,25fold,stemRep1,isolateRep2,sample1,WB_only,35.2,10.12168299
236,236,ES5,DSC_0080.sample2.clean.jpg,NA,Digital,ES5_79,7DAI,Soybean,AG4632,DMCC2127,Shaking,25fold,stemRep1,isolateRep2,sample2,WB_only,37.4,10.52850097
237,237,ES5,DSC_0080.sample3.clean.jpg,NA,Digital,ES5_79,7DAI,Soybean,AG4632,DMCC2127,Shaking,25fold,stemRep1,isolateRep2,sample3,WB_only,54.3,13.41590237
238,238,ES5,DSC_0028.sample1.clean.jpg,NA,Digital,ES5_80,7DAI,Soybean,AG4632,DMCC2127,Shaking,25fold,stemRep2,isolateRep2,sample1,WB_only,100.3,19.99151037
239,239,ES5,DSC_0028.sample1.clean.jpg,NA,Digital,ES5_80,7DAI,Soybean,AG4632,DMCC2127,Shaking,25fold,stemRep2,isolateRep2,sample2,WB_only,100.3,19.99151037
240,240,ES5,DSC_0028.sample1.clean.jpg,NA,Digital,ES5_80,7DAI,Soybean,AG4632,DMCC2127,Shaking,25fold,stemRep2,isolateRep2,sample3,WB_only,100.3,19.99151037
241,241,ES5,DSC_0242.sample1.clean.jpg,NA,Digital,ES5_81,7DAI,Soybean,AG4632,DMCC2127,Shaking,25fold,stemRep3,isolateRep2,sample1,WB_only,63.2,14.80696674
242,242,ES5,DSC_0242.sample2.clean.jpg,NA,Digital,ES5_81,7DAI,Soybean,AG4632,DMCC2127,Shaking,25fold,stemRep3,isolateRep2,sample2,WB_only,64.5,15.00423351
243,243,ES5,DSC_0242.sample3.clean.jpg,NA,Digital,ES5_81,7DAI,Soybean,AG4632,DMCC2127,Shaking,25fold,stemRep3,isolateRep2,sample3,WB_only,47.2,12.24791882
244,244,ES5,DSC_0208.sample1.clean.jpg,NA,Digital,ES5_82,7DAI,Soybean,AG4632,DMCC2127,Stationary,100fold,stemRep1,isolateRep2,sample1,WB_only,250.6,36.25247764
245,245,ES5,DSC_0208.sample2.clean.jpg,NA,Digital,ES5_82,7DAI,Soybean,AG4632,DMCC2127,Stationary,100fold,stemRep1,isolateRep2,sample2,WB_only,269.2,37.97946005
246,246,ES5,DSC_0208.sample3.clean.jpg,NA,Digital,ES5_82,7DAI,Soybean,AG4632,DMCC2127,Stationary,100fold,stemRep1,isolateRep2,sample3,WB_only,248,36.00755167
247,247,ES5,DSC_0031.sample1.clean.jpg,NA,Digital,ES5_83,7DAI,Soybean,AG4632,DMCC2127,Stationary,100fold,stemRep2,isolateRep2,sample1,WB_only,107.3,20.88766143
248,248,ES5,DSC_0031.sample2.clean.jpg,NA,Digital,ES5_83,7DAI,Soybean,AG4632,DMCC2127,Stationary,100fold,stemRep2,isolateRep2,sample2,WB_only,112.1,21.4903579
249,249,ES5,DSC_0031.sample3.clean.jpg,NA,Digital,ES5_83,7DAI,Soybean,AG4632,DMCC2127,Stationary,100fold,stemRep2,isolateRep2,sample3,WB_only,101.9,20.19822564
250,250,ES5,DSC_0171.sample1.clean.jpg,NA,Digital,ES5_84,7DAI,Soybean,AG4632,DMCC2127,Stationary,100fold,stemRep3,isolateRep2,sample1,WB_only,163,27.41081464
251,251,ES5,DSC_0171.sample2.clean.jpg,NA,Digital,ES5_84,7DAI,Soybean,AG4632,DMCC2127,Stationary,100fold,stemRep3,isolateRep2,sample2,WB_only,204.2,31.7348339
252,252,ES5,DSC_0171.sample3.clean.jpg,NA,Digital,ES5_84,7DAI,Soybean,AG4632,DMCC2127,Stationary,100fold,stemRep3,isolateRep2,sample3,WB_only,235.4,34.8076095
253,253,ES5,DSC_0097.sample1.clean.jpg,NA,Digital,ES5_85,7DAI,Soybean,AG4632,DMCC2165,Shaking,25fold,stemRep1,isolateRep2,sample1,WB_only,90.6,18.71256528
254,254,ES5,DSC_0097.sample2.clean.jpg,NA,Digital,ES5_85,7DAI,Soybean,AG4632,DMCC2165,Shaking,25fold,stemRep1,isolateRep2,sample2,WB_only,56.1,13.7033219
255,255,ES5,DSC_0097.sample3.clean.jpg,NA,Digital,ES5_85,7DAI,Soybean,AG4632,DMCC2165,Shaking,25fold,stemRep1,isolateRep2,sample3,WB_only,63,14.77649248
256,256,ES5,DSC_0158.sample1.clean.jpg,NA,Digital,ES5_86,7DAI,Soybean,AG4632,DMCC2165,Shaking,25fold,stemRep2,isolateRep2,sample1,WB_only,133.7,24.09824496
257,257,ES5,DSC_0158.sample2.clean.jpg,NA,Digital,ES5_86,7DAI,Soybean,AG4632,DMCC2165,Shaking,25fold,stemRep2,isolateRep2,sample2,WB_only,154.6,26.48415788
258,258,ES5,DSC_0158.sample3.clean.jpg,NA,Digital,ES5_86,7DAI,Soybean,AG4632,DMCC2165,Shaking,25fold,stemRep2,isolateRep2,sample3,WB_only,174.5,28.65279749
259,259,ES5,DSC_0206.sample1.clean.jpg,NA,Digital,ES5_87,7DAI,Soybean,AG4632,DMCC2165,Shaking,25fold,stemRep3,isolateRep2,sample1,WB_only,164.3,27.55271603
260,260,ES5,DSC_0206.sample2.clean.jpg,NA,Digital,ES5_87,7DAI,Soybean,AG4632,DMCC2165,Shaking,25fold,stemRep3,isolateRep2,sample2,WB_only,174.5,28.65279749
261,261,ES5,DSC_0206.sample3.clean.jpg,NA,Digital,ES5_87,7DAI,Soybean,AG4632,DMCC2165,Shaking,25fold,stemRep3,isolateRep2,sample3,WB_only,149.2,25.87913374
262,262,ES5,DSC_0122.sample1.clean.jpg,NA,Digital,ES5_88,7DAI,Soybean,AG4632,DMCC2165,Stationary,25fold,stemRep1,isolateRep2,sample1,WB_only,202.2,31.53245236
263,263,ES5,DSC_0122.sample2.clean.jpg,NA,Digital,ES5_88,7DAI,Soybean,AG4632,DMCC2165,Stationary,25fold,stemRep1,isolateRep2,sample2,WB_only,244.3,35.65744767
264,264,ES5,DSC_0122.sample3.clean.jpg,NA,Digital,ES5_88,7DAI,Soybean,AG4632,DMCC2165,Stationary,25fold,stemRep1,isolateRep2,sample3,WB_only,253.4,36.51525155
265,265,ES5,NA,NA,Digital,ES5_89,7DAI,Soybean,AG4632,DMCC2165,Stationary,25fold,stemRep2,isolateRep2,sample1,WB_only,NA,NA
266,266,ES5,NA,NA,Digital,ES5_89,7DAI,Soybean,AG4632,DMCC2165,Stationary,25fold,stemRep2,isolateRep2,sample2,WB_only,NA,NA
267,267,ES5,NA,NA,Digital,ES5_89,7DAI,Soybean,AG4632,DMCC2165,Stationary,25fold,stemRep2,isolateRep2,sample3,WB_only,NA,NA
268,268,ES5,DSC_0056.sample1.clean.jpg,NA,Digital,ES5_90,7DAI,Soybean,AG4632,DMCC2165,Stationary,25fold,stemRep3,isolateRep2,sample1,WB_only,226.7,33.96592827
269,269,ES5,DSC_0056.sample2.clean.jpg,NA,Digital,ES5_90,7DAI,Soybean,AG4632,DMCC2165,Stationary,25fold,stemRep3,isolateRep2,sample2,WB_only,264.6,37.55635157
270,270,ES5,DSC_0056.sample3.clean.jpg,NA,Digital,ES5_90,7DAI,Soybean,AG4632,DMCC2165,Stationary,25fold,stemRep3,isolateRep2,sample3,WB_only,289.2,39.79045338
271,271,ES5,DSC_0059.sample1.clean.jpg,NA,Digital,ES5_91,7DAI,Soybean,AG4632,DMCC2165,Shaking,100fold,stemRep1,isolateRep2,sample1,WB_only,99,19.82270311
272,272,ES5,DSC_0059.sample2.clean.jpg,NA,Digital,ES5_91,7DAI,Soybean,AG4632,DMCC2165,Shaking,100fold,stemRep1,isolateRep2,sample2,WB_only,99.3,19.86172715
273,273,ES5,DSC_0059.sample3.clean.jpg,NA,Digital,ES5_91,7DAI,Soybean,AG4632,DMCC2165,Shaking,100fold,stemRep1,isolateRep2,sample3,WB_only,100,19.95262315
274,274,ES5,DSC_0227.sample1.clean.jpg,NA,Digital,ES5_92,7DAI,Soybean,AG4632,DMCC2165,Shaking,100fold,stemRep2,isolateRep2,sample1,WB_only,36.8,10.41840131
