"","No","ExpNo","ExtractionType","FileNumber","PhotoCode","NA.","ExpCode","Host","HostVariety","Treatment","Condition","Dilution","isolateRepNumber","techRep","ExpCode.1","ExposureTreatment","sampleNumber","chl","ES8_digital_WBonly_T_tuk"
"500",500,"ES8","Digital",339,"DSC_0464.ES8_116.sample3.WB_only.clean.jpg.chl.csv","DSC_0464","ES8_116","soybean","AG4632","control","Stationary","25fold","isolateRep3","stemRep2","ES8_Soybean_AG4632_control_Stationary_25fold_stemRep2_IsolateRep3","WB_only","sample3",104.777,5.09440051721062
"501",501,"ES8","Digital",297,"DSC_0432.ES8_117.sample3.WB_only.clean.jpg.chl.csv","DSC_0432","ES8_117","soybean","AG4632","control","Stationary","25fold","isolateRep3","stemRep3","ES8_Soybean_AG4632_control_Stationary_25fold_stemRep3_IsolateRep3","WB_only","sample3",63.335,4.27144994266137
"502",502,"ES8","Digital",81,"DSC_0054.ES8_118.sample3.WB_only.clean.jpg.chl.csv","DSC_0054","ES8_118","soybean","AG4632","control","Stationary","25fold","isolateRep4","stemRep1","ES8_Soybean_AG4632_control_Stationary_25fold_stemRep1_IsolateRep4","WB_only","sample3",190.15,6.2760112789876
"503",503,"ES8","Digital",NA,NA,NA,"ES8_119","soybean","AG4632","control","Stationary","25fold","isolateRep4","stemRep2","ES8_Soybean_AG4632_control_Stationary_25fold_stemRep2_IsolateRep4",NA,"sample3",NA,NA
"504",504,"ES8","Digital",186,"DSC_0124.ES8_120.sample3.WB_only.clean.jpg.chl.csv","DSC_0124","ES8_120","soybean","AG4632","control","Stationary","25fold","isolateRep4","stemRep3","ES8_Soybean_AG4632_control_Stationary_25fold_stemRep3_IsolateRep4","WB_only","sample3",256.54,6.96954267484815
"505",505,"ES8","Digital",30,"DSC_0020.ES8_121.sample3.WB_only.clean.jpg.chl.csv","DSC_0020","ES8_121","soybean","AG4632","DMCC2126","Stationary","100fold","isolateRep1","stemRep1","ES8_Soybean_AG4632_DMCC2126_Stationary_100fold_stemRep1_IsolateRep1","WB_only","sample3",68.672,4.39412992147381
"506",506,"ES8","Digital",63,"DSC_0042.ES8_122.sample3.WB_only.clean.jpg.chl.csv","DSC_0042","ES8_122","soybean","AG4632","DMCC2126","Stationary","100fold","isolateRep1","stemRep2","ES8_Soybean_AG4632_DMCC2126_Stationary_100fold_stemRep2_IsolateRep1","WB_only","sample3",23.323,3.01109560032284
"507",507,"ES8","Digital",375,"DSC_0489.ES8_123.sample3.WB_only.clean.jpg.chl.csv","DSC_0489","ES8_123","soybean","AG4632","DMCC2126","Stationary","100fold","isolateRep1","stemRep3","ES8_Soybean_AG4632_DMCC2126_Stationary_100fold_stemRep3_IsolateRep1","WB_only","sample3",415.905,8.25368612903535
"508",508,"ES8","Digital",429,"DSC_0526.ES8_124.sample3.WB_only.clean.jpg.chl.csv","DSC_0526","ES8_124","soybean","AG4632","DMCC2126","Stationary","100fold","isolateRep2","stemRep1","ES8_Soybean_AG4632_DMCC2126_Stationary_100fold_stemRep1_IsolateRep2","WB_only","sample3",90.239,4.83490556486054
"509",509,"ES8","Digital",117,"DSC_0078.ES8_125.sample3.WB_only.clean.jpg.chl.csv","DSC_0078","ES8_125","soybean","AG4632","DMCC2126","Stationary","100fold","isolateRep2","stemRep2","ES8_Soybean_AG4632_DMCC2126_Stationary_100fold_stemRep2_IsolateRep2","WB_only","sample3",43.197,3.736016238826
"510",510,"ES8","Digital",423,"DSC_0523.ES8_126.sample3.WB_only.clean.jpg.chl.csv","DSC_0523","ES8_126","soybean","AG4632","DMCC2126","Stationary","100fold","isolateRep2","stemRep3","ES8_Soybean_AG4632_DMCC2126_Stationary_100fold_stemRep3_IsolateRep2","WB_only","sample3",0,0
"511",511,"ES8","Digital",195,"DSC_0364.ES8_127.sample3.WB_only.clean.jpg.chl.csv","DSC_0364","ES8_127","soybean","AG4632","DMCC2126","Stationary","100fold","isolateRep3","stemRep1","ES8_Soybean_AG4632_DMCC2126_Stationary_100fold_stemRep1_IsolateRep3","WB_only","sample3",425.311,8.31854394666596
"512",512,"ES8","Digital",414,"DSC_0515.ES8_128.sample3.WB_only.clean.jpg.chl.csv","DSC_0515","ES8_128","soybean","AG4632","DMCC2126","Stationary","100fold","isolateRep3","stemRep2","ES8_Soybean_AG4632_DMCC2126_Stationary_100fold_stemRep2_IsolateRep3","WB_only","sample3",145.351,5.71276433036733
"513",513,"ES8","Digital",540,"DSC_0603.ES8_129.sample3.WB_only.clean.jpg.chl.csv","DSC_0603","ES8_129","soybean","AG4632","DMCC2126","Stationary","100fold","isolateRep3","stemRep3","ES8_Soybean_AG4632_DMCC2126_Stationary_100fold_stemRep3_IsolateRep3","WB_only","sample3",164.938,5.97120874045642
"514",514,"ES8","Digital",279,"DSC_0420.ES8_130.sample3.WB_only.clean.jpg.chl.csv","DSC_0420","ES8_130","soybean","AG4632","DMCC2126","Stationary","100fold","isolateRep4","stemRep1","ES8_Soybean_AG4632_DMCC2126_Stationary_100fold_stemRep1_IsolateRep4","WB_only","sample3",387.096,8.04890013979505
"515",515,"ES8","Digital",240,"DSC_0394.ES8_131.sample3.WB_only.clean.jpg.chl.csv","DSC_0394","ES8_131","soybean","AG4632","DMCC2126","Stationary","100fold","isolateRep4","stemRep2","ES8_Soybean_AG4632_DMCC2126_Stationary_100fold_stemRep2_IsolateRep4","WB_only","sample3",292.985,7.30122757231889
"516",516,"ES8","Digital",525,"DSC_0593.ES8_132.sample3.WB_only.clean.jpg.chl.csv","DSC_0593","ES8_132","soybean","AG4632","DMCC2126","Stationary","100fold","isolateRep4","stemRep3","ES8_Soybean_AG4632_DMCC2126_Stationary_100fold_stemRep3_IsolateRep4","WB_only","sample3",243.149,6.83998848705394
"517",517,"ES8","Digital",36,"DSC_0024.ES8_133.sample3.WB_only.clean.jpg.chl.csv","DSC_0024","ES8_133","soybean","AG4632","DMCC2126","Stationary","25fold","isolateRep1","stemRep1","ES8_Soybean_AG4632_DMCC2126_Stationary_25fold_stemRep1_IsolateRep1","WB_only","sample3",59.273,4.17349519760634
"518",518,"ES8","Digital",501,"DSC_0577.ES8_134.sample3.WB_only.clean.jpg.chl.csv","DSC_0577","ES8_134","soybean","AG4632","DMCC2126","Stationary","25fold","isolateRep1","stemRep2","ES8_Soybean_AG4632_DMCC2126_Stationary_25fold_stemRep2_IsolateRep1","WB_only","sample3",85.877,4.75178631647618
"519",519,"ES8","Digital",510,"DSC_0583.ES8_135.sample3.WB_only.clean.jpg.chl.csv","DSC_0583","ES8_135","soybean","AG4632","DMCC2126","Stationary","25fold","isolateRep1","stemRep3","ES8_Soybean_AG4632_DMCC2126_Stationary_25fold_stemRep3_IsolateRep1","WB_only","sample3",72.078,4.4692119837178
"520",520,"ES8","Digital",426,"DSC_0524.ES8_136.sample3.WB_only.clean.jpg.chl.csv","DSC_0524","ES8_136","soybean","AG4632","DMCC2126","Stationary","25fold","isolateRep2","stemRep1","ES8_Soybean_AG4632_DMCC2126_Stationary_25fold_stemRep1_IsolateRep2","WB_only","sample3",91.036,4.84980870274532
"521",521,"ES8","Digital",477,"DSC_0558.ES8_137.sample3.WB_only.clean.jpg.chl.csv","DSC_0558","ES8_137","soybean","AG4632","DMCC2126","Stationary","25fold","isolateRep2","stemRep2","ES8_Soybean_AG4632_DMCC2126_Stationary_25fold_stemRep2_IsolateRep2","WB_only","sample3",154.073,5.83047971366903
"522",522,"ES8","Digital",513,"DSC_0585.ES8_138.sample3.WB_only.clean.jpg.chl.csv","DSC_0585","ES8_138","soybean","AG4632","DMCC2126","Stationary","25fold","isolateRep2","stemRep3","ES8_Soybean_AG4632_DMCC2126_Stationary_25fold_stemRep3_IsolateRep2","WB_only","sample3",112.695,5.22596656401687
"523",523,"ES8","Digital",246,"DSC_0398.ES8_139.sample3.WB_only.clean.jpg.chl.csv","DSC_0398","ES8_139","soybean","AG4632","DMCC2126","Stationary","25fold","isolateRep3","stemRep1","ES8_Soybean_AG4632_DMCC2126_Stationary_25fold_stemRep1_IsolateRep3","WB_only","sample3",74.991,4.53161703522415
"524",524,"ES8","Digital",24,"DSC_0016.ES8_140.sample3.WB_only.clean.jpg.chl.csv","DSC_0016","ES8_140","soybean","AG4632","DMCC2126","Stationary","25fold","isolateRep3","stemRep2","ES8_Soybean_AG4632_DMCC2126_Stationary_25fold_stemRep2_IsolateRep3","WB_only","sample3",115.718,5.27460960926689
"525",525,"ES8","Digital",396,"DSC_0503.ES8_141.sample3.WB_only.clean.jpg.chl.csv","DSC_0503","ES8_141","soybean","AG4632","DMCC2126","Stationary","25fold","isolateRep3","stemRep3","ES8_Soybean_AG4632_DMCC2126_Stationary_25fold_stemRep3_IsolateRep3","WB_only","sample3",155.007,5.84282607660267
"526",526,"ES8","Digital",471,"DSC_0554.ES8_142.sample3.WB_only.clean.jpg.chl.csv","DSC_0554","ES8_142","soybean","AG4632","DMCC2126","Stationary","25fold","isolateRep4","stemRep1","ES8_Soybean_AG4632_DMCC2126_Stationary_25fold_stemRep1_IsolateRep4","WB_only","sample3",269.713,7.09276642086848
"527",527,"ES8","Digital",120,"DSC_0080.ES8_143.sample3.WB_only.clean.jpg.chl.csv","DSC_0080","ES8_143","soybean","AG4632","DMCC2126","Stationary","25fold","isolateRep4","stemRep2","ES8_Soybean_AG4632_DMCC2126_Stationary_25fold_stemRep2_IsolateRep4","WB_only","sample3",56.336,4.09991735768305
"528",528,"ES8","Digital",39,"DSC_0026.ES8_144.sample3.WB_only.clean.jpg.chl.csv","DSC_0026","ES8_144","soybean","AG4632","DMCC2126","Stationary","25fold","isolateRep4","stemRep3","ES8_Soybean_AG4632_DMCC2126_Stationary_25fold_stemRep3_IsolateRep4","WB_only","sample3",50.663,3.95040676225966
"529",529,"ES8","Digital",75,"DSC_0049.ES8_145.sample3.WB_only.clean.jpg.chl.csv","DSC_0049","ES8_145","soybean","AG4632","DMCC2127","Stationary","100fold","isolateRep1","stemRep1","ES8_Soybean_AG4632_DMCC2127_Stationary_100fold_stemRep1_IsolateRep1","WB_only","sample3",102.755,5.05977304687641
"530",530,"ES8","Digital",309,"DSC_0440.ES8_146.sample3.WB_only.clean.jpg.chl.csv","DSC_0440","ES8_146","soybean","AG4632","DMCC2127","Stationary","100fold","isolateRep1","stemRep2","ES8_Soybean_AG4632_DMCC2127_Stationary_100fold_stemRep2_IsolateRep1","WB_only","sample3",138.257,5.61358748311894
"531",531,"ES8","Digital",345,"DSC_0468.ES8_147.sample3.WB_only.clean.jpg.chl.csv","DSC_0468","ES8_147","soybean","AG4632","DMCC2127","Stationary","100fold","isolateRep1","stemRep3","ES8_Soybean_AG4632_DMCC2127_Stationary_100fold_stemRep3_IsolateRep1","WB_only","sample3",126.699,5.44465812864474
"532",532,"ES8","Digital",NA,NA,NA,"ES8_148","soybean","AG4632","DMCC2127","Stationary","100fold","isolateRep2","stemRep1","ES8_Soybean_AG4632_DMCC2127_Stationary_100fold_stemRep1_IsolateRep2",NA,"sample3",NA,NA
"533",533,"ES8","Digital",180,"DSC_0120.ES8_149.sample3.WB_only.clean.jpg.chl.csv","DSC_0120","ES8_149","soybean","AG4632","DMCC2127","Stationary","100fold","isolateRep2","stemRep2","ES8_Soybean_AG4632_DMCC2127_Stationary_100fold_stemRep2_IsolateRep2","WB_only","sample3",93.884,4.9023809348813
"534",534,"ES8","Digital",261,"DSC_0408.ES8_150.sample3.WB_only.clean.jpg.chl.csv","DSC_0408","ES8_150","soybean","AG4632","DMCC2127","Stationary","100fold","isolateRep2","stemRep3","ES8_Soybean_AG4632_DMCC2127_Stationary_100fold_stemRep3_IsolateRep2","WB_only","sample3",161.362,5.92557424241014
"535",535,"ES8","Digital",NA,NA,NA,"ES8_151","soybean","AG4632","DMCC2127","Stationary","100fold","isolateRep3","stemRep1","ES8_Soybean_AG4632_DMCC2127_Stationary_100fold_stemRep1_IsolateRep3",NA,"sample3",NA,NA
"536",536,"ES8","Digital",192,"DSC_0362.ES8_152.sample3.WB_only.clean.jpg.chl.csv","DSC_0362","ES8_152","soybean","AG4632","DMCC2127","Stationary","100fold","isolateRep3","stemRep2","ES8_Soybean_AG4632_DMCC2127_Stationary_100fold_stemRep2_IsolateRep3","WB_only","sample3",86.27,4.75938600597023
"537",537,"ES8","Digital",54,"DSC_0036.ES8_153.sample3.WB_only.clean.jpg.chl.csv","DSC_0036","ES8_153","soybean","AG4632","DMCC2127","Stationary","100fold","isolateRep3","stemRep3","ES8_Soybean_AG4632_DMCC2127_Stationary_100fold_stemRep3_IsolateRep3","WB_only","sample3",70.545,4.43571039159629
"538",538,"ES8","Digital",486,"DSC_0564.ES8_154.sample3.WB_only.clean.jpg.chl.csv","DSC_0564","ES8_154","soybean","AG4632","DMCC2127","Stationary","100fold","isolateRep4","stemRep1","ES8_Soybean_AG4632_DMCC2127_Stationary_100fold_stemRep1_IsolateRep4","WB_only","sample3",124.629,5.41335724599637
"539",539,"ES8","Digital",381,"DSC_0493.ES8_155.sample3.WB_only.clean.jpg.chl.csv","DSC_0493","ES8_155","soybean","AG4632","DMCC2127","Stationary","100fold","isolateRep4","stemRep2","ES8_Soybean_AG4632_DMCC2127_Stationary_100fold_stemRep2_IsolateRep4","WB_only","sample3",147.997,5.74894983737561
"540",540,"ES8","Digital",459,"DSC_0546.ES8_156.sample3.WB_only.clean.jpg.chl.csv","DSC_0546","ES8_156","soybean","AG4632","DMCC2127","Stationary","100fold","isolateRep4","stemRep3","ES8_Soybean_AG4632_DMCC2127_Stationary_100fold_stemRep3_IsolateRep4","WB_only","sample3",144.083,5.69527186270505
"541",541,"ES8","Digital",NA,NA,NA,"ES8_157","soybean","AG4632","DMCC2127","Stationary","25fold","isolateRep1","stemRep1","ES8_Soybean_AG4632_DMCC2127_Stationary_25fold_stemRep1_IsolateRep1",NA,"sample3",NA,NA
"542",542,"ES8","Digital",264,"DSC_0410.ES8_158.sample3.WB_only.clean.jpg.chl.csv","DSC_0410","ES8_158","soybean","AG4632","DMCC2127","Stationary","25fold","isolateRep1","stemRep2","ES8_Soybean_AG4632_DMCC2127_Stationary_25fold_stemRep2_IsolateRep1","WB_only","sample3",151.072,5.79047768858093
"543",543,"ES8","Digital",303,"DSC_0436.ES8_159.sample3.WB_only.clean.jpg.chl.csv","DSC_0436","ES8_159","soybean","AG4632","DMCC2127","Stationary","25fold","isolateRep1","stemRep3","ES8_Soybean_AG4632_DMCC2127_Stationary_25fold_stemRep3_IsolateRep1","WB_only","sample3",145.253,5.71141593393748
"544",544,"ES8","Digital",15,"DSC_0009.ES8_160.sample3.WB_only.clean.jpg.chl.csv","DSC_0009","ES8_160","soybean","AG4632","DMCC2127","Stationary","25fold","isolateRep2","stemRep1","ES8_Soybean_AG4632_DMCC2127_Stationary_25fold_stemRep1_IsolateRep2","WB_only","sample3",71.863,4.46454156046864
"545",545,"ES8","Digital",201,"DSC_0368.ES8_161.sample3.WB_only.clean.jpg.chl.csv","DSC_0368","ES8_161","soybean","AG4632","DMCC2127","Stationary","25fold","isolateRep2","stemRep2","ES8_Soybean_AG4632_DMCC2127_Stationary_25fold_stemRep2_IsolateRep2","WB_only","sample3",77.598,4.58614397672937
"546",546,"ES8","Digital",318,"DSC_0446.ES8_162.sample3.WB_only.clean.jpg.chl.csv","DSC_0446","ES8_162","soybean","AG4632","DMCC2127","Stationary","25fold","isolateRep2","stemRep3","ES8_Soybean_AG4632_DMCC2127_Stationary_25fold_stemRep3_IsolateRep2","WB_only","sample3",47.001,3.84802145082949
"547",547,"ES8","Digital",534,"DSC_0599.ES8_163.sample3.WB_only.clean.jpg.chl.csv","DSC_0599","ES8_163","soybean","AG4632","DMCC2127","Stationary","25fold","isolateRep3","stemRep1","ES8_Soybean_AG4632_DMCC2127_Stationary_25fold_stemRep1_IsolateRep3","WB_only","sample3",115.437,5.27012311789967
"548",548,"ES8","Digital",228,"DSC_0386.ES8_164.sample3.WB_only.clean.jpg.chl.csv","DSC_0386","ES8_164","soybean","AG4632","DMCC2127","Stationary","25fold","isolateRep3","stemRep2","ES8_Soybean_AG4632_DMCC2127_Stationary_25fold_stemRep2_IsolateRep3","WB_only","sample3",161.081,5.9219605640017
"549",549,"ES8","Digital",234,"DSC_0389.ES8_165.sample3.WB_only.clean.jpg.chl.csv","DSC_0389","ES8_165","soybean","AG4632","DMCC2127","Stationary","25fold","isolateRep3","stemRep3","ES8_Soybean_AG4632_DMCC2127_Stationary_25fold_stemRep3_IsolateRep3","WB_only","sample3",58.313,4.14971131250677
"550",550,"ES8","Digital",543,"DSC_0605.ES8_166.sample3.WB_only.clean.jpg.chl.csv","DSC_0605","ES8_166","soybean","AG4632","DMCC2127","Stationary","25fold","isolateRep4","stemRep1","ES8_Soybean_AG4632_DMCC2127_Stationary_25fold_stemRep1_IsolateRep4","WB_only","sample3",151.723,5.79919880801854
"551",551,"ES8","Digital",342,"DSC_0466.ES8_167.sample3.WB_only.clean.jpg.chl.csv","DSC_0466","ES8_167","soybean","AG4632","DMCC2127","Stationary","25fold","isolateRep4","stemRep2","ES8_Soybean_AG4632_DMCC2127_Stationary_25fold_stemRep2_IsolateRep4","WB_only","sample3",152.629,5.81129564764752
"552",552,"ES8","Digital",87,"DSC_0058.ES8_168.sample3.WB_only.clean.jpg.chl.csv","DSC_0058","ES8_168","soybean","AG4632","DMCC2127","Stationary","25fold","isolateRep4","stemRep3","ES8_Soybean_AG4632_DMCC2127_Stationary_25fold_stemRep3_IsolateRep4","WB_only","sample3",75.938,4.55156452840723
"553",553,"ES8","Digital",363,"DSC_0480.ES8_169.sample3.WB_only.clean.jpg.chl.csv","DSC_0480","ES8_169","soybean","AG4632","DMCC2165","Stationary","100fold","isolateRep1","stemRep1","ES8_Soybean_AG4632_DMCC2165_Stationary_100fold_stemRep1_IsolateRep1","WB_only","sample3",46.573,3.83572068762703
"554",554,"ES8","Digital",384,"DSC_0495.ES8_170.sample3.WB_only.clean.jpg.chl.csv","DSC_0495","ES8_170","soybean","AG4632","DMCC2165","Stationary","100fold","isolateRep1","stemRep2","ES8_Soybean_AG4632_DMCC2165_Stationary_100fold_stemRep2_IsolateRep1","WB_only","sample3",56.235,4.09734322020841
"555",555,"ES8","Digital",72,"DSC_0048.ES8_171.sample3.WB_only.clean.jpg.chl.csv","DSC_0048","ES8_171","soybean","AG4632","DMCC2165","Stationary","100fold","isolateRep1","stemRep3","ES8_Soybean_AG4632_DMCC2165_Stationary_100fold_stemRep3_IsolateRep1","WB_only","sample3",55.764,4.08529922352298
"556",556,"ES8","Digital",468,"DSC_0552.ES8_172.sample3.WB_only.clean.jpg.chl.csv","DSC_0552","ES8_172","soybean","AG4632","DMCC2165","Stationary","100fold","isolateRep2","stemRep1","ES8_Soybean_AG4632_DMCC2165_Stationary_100fold_stemRep1_IsolateRep2","WB_only","sample3",29.865,3.28327214126649
"557",557,"ES8","Digital",84,"DSC_0056.ES8_173.sample3.WB_only.clean.jpg.chl.csv","DSC_0056","ES8_173","soybean","AG4632","DMCC2165","Stationary","100fold","isolateRep2","stemRep2","ES8_Soybean_AG4632_DMCC2165_Stationary_100fold_stemRep2_IsolateRep2","WB_only","sample3",35.182,3.47705998862869
"558",558,"ES8","Digital",174,"DSC_0116.ES8_174.sample3.WB_only.clean.jpg.chl.csv","DSC_0116","ES8_174","soybean","AG4632","DMCC2165","Stationary","100fold","isolateRep2","stemRep3","ES8_Soybean_AG4632_DMCC2165_Stationary_100fold_stemRep3_IsolateRep2","WB_only","sample3",86.297,4.75990729522218
"559",559,"ES8","Digital",294,"DSC_0430.ES8_175.sample3.WB_only.clean.jpg.chl.csv","DSC_0430","ES8_175","soybean","AG4632","DMCC2165","Stationary","100fold","isolateRep3","stemRep1","ES8_Soybean_AG4632_DMCC2165_Stationary_100fold_stemRep1_IsolateRep3","WB_only","sample3",466.929,8.59484000824947
"560",560,"ES8","Digital",114,"DSC_0076.ES8_176.sample3.WB_only.clean.jpg.chl.csv","DSC_0076","ES8_176","soybean","AG4632","DMCC2165","Stationary","100fold","isolateRep3","stemRep2","ES8_Soybean_AG4632_DMCC2165_Stationary_100fold_stemRep2_IsolateRep3","WB_only","sample3",36.711,3.52921954059663
"561",561,"ES8","Digital",507,"DSC_0581.ES8_177.sample3.WB_only.clean.jpg.chl.csv","DSC_0581","ES8_177","soybean","AG4632","DMCC2165","Stationary","100fold","isolateRep3","stemRep3","ES8_Soybean_AG4632_DMCC2165_Stationary_100fold_stemRep3_IsolateRep3","WB_only","sample3",55.076,4.0675868715123
"562",562,"ES8","Digital",489,"DSC_0568.ES8_178.sample3.WB_only.clean.jpg.chl.csv","DSC_0568","ES8_178","soybean","AG4632","DMCC2165","Stationary","100fold","isolateRep4","stemRep1","ES8_Soybean_AG4632_DMCC2165_Stationary_100fold_stemRep1_IsolateRep4","WB_only","sample3",97.507,4.96778198397114
"563",563,"ES8","Digital",153,"DSC_0102.ES8_179.sample3.WB_only.clean.jpg.chl.csv","DSC_0102","ES8_179","soybean","AG4632","DMCC2165","Stationary","100fold","isolateRep4","stemRep2","ES8_Soybean_AG4632_DMCC2165_Stationary_100fold_stemRep2_IsolateRep4","WB_only","sample3",58.746,4.16047010109709
"564",564,"ES8","Digital",147,"DSC_0098.ES8_180.sample3.WB_only.clean.jpg.chl.csv","DSC_0098","ES8_180","soybean","AG4632","DMCC2165","Stationary","100fold","isolateRep4","stemRep3","ES8_Soybean_AG4632_DMCC2165_Stationary_100fold_stemRep3_IsolateRep4","WB_only","sample3",192.307,6.30083754798559
"565",565,"ES8","Digital",531,"DSC_0597.ES8_181.sample3.WB_only.clean.jpg.chl.csv","DSC_0597","ES8_181","soybean","AG4632","DMCC2165","Stationary","25fold","isolateRep1","stemRep1","ES8_Soybean_AG4632_DMCC2165_Stationary_25fold_stemRep1_IsolateRep1","WB_only","sample3",40.908,3.66549715318618
"566",566,"ES8","Digital",360,"DSC_0478.ES8_182.sample3.WB_only.clean.jpg.chl.csv","DSC_0478","ES8_182","soybean","AG4632","DMCC2165","Stationary","25fold","isolateRep1","stemRep2","ES8_Soybean_AG4632_DMCC2165_Stationary_25fold_stemRep2_IsolateRep1","WB_only","sample3",113.442,5.23806467135223
"567",567,"ES8","Digital",57,"DSC_0038.ES8_183.sample3.WB_only.clean.jpg.chl.csv","DSC_0038","ES8_183","soybean","AG4632","DMCC2165","Stationary","25fold","isolateRep1","stemRep3","ES8_Soybean_AG4632_DMCC2165_Stationary_25fold_stemRep3_IsolateRep1","WB_only","sample3",97.957,4.97579428132383
"568",568,"ES8","Digital",111,"DSC_0074.ES8_184.sample3.WB_only.clean.jpg.chl.csv","DSC_0074","ES8_184","soybean","AG4632","DMCC2165","Stationary","25fold","isolateRep2","stemRep1","ES8_Soybean_AG4632_DMCC2165_Stationary_25fold_stemRep1_IsolateRep2","WB_only","sample3",130.38,5.49950804692215
"569",569,"ES8","Digital",432,"DSC_0528.ES8_185.sample3.WB_only.clean.jpg.chl.csv","DSC_0528","ES8_185","soybean","AG4632","DMCC2165","Stationary","25fold","isolateRep2","stemRep2","ES8_Soybean_AG4632_DMCC2165_Stationary_25fold_stemRep2_IsolateRep2","WB_only","sample3",64.37,4.29575226935024
"570",570,"ES8","Digital",159,"DSC_0106.ES8_186.sample3.WB_only.clean.jpg.chl.csv","DSC_0106","ES8_186","soybean","AG4632","DMCC2165","Stationary","25fold","isolateRep2","stemRep3","ES8_Soybean_AG4632_DMCC2165_Stationary_25fold_stemRep3_IsolateRep2","WB_only","sample3",119.902,5.34059013939612
"571",571,"ES8","Digital",405,"DSC_0509.ES8_187.sample3.WB_only.clean.jpg.chl.csv","DSC_0509","ES8_187","soybean","AG4632","DMCC2165","Stationary","25fold","isolateRep3","stemRep1","ES8_Soybean_AG4632_DMCC2165_Stationary_25fold_stemRep1_IsolateRep3","WB_only","sample3",121.058,5.35855537602625
"572",572,"ES8","Digital",288,"DSC_0426.ES8_188.sample3.WB_only.clean.jpg.chl.csv","DSC_0426","ES8_188","soybean","AG4632","DMCC2165","Stationary","25fold","isolateRep3","stemRep2","ES8_Soybean_AG4632_DMCC2165_Stationary_25fold_stemRep2_IsolateRep3","WB_only","sample3",43.595,3.74802810385275
"573",573,"ES8","Digital",150,"DSC_0100.ES8_189.sample3.WB_only.clean.jpg.chl.csv","DSC_0100","ES8_189","soybean","AG4632","DMCC2165","Stationary","25fold","isolateRep3","stemRep3","ES8_Soybean_AG4632_DMCC2165_Stationary_25fold_stemRep3_IsolateRep3","WB_only","sample3",141.615,5.66093593309261
"574",574,"ES8","Digital",96,"DSC_0064.ES8_190.sample3.WB_only.clean.jpg.chl.csv","DSC_0064","ES8_190","soybean","AG4632","DMCC2165","Stationary","25fold","isolateRep4","stemRep1","ES8_Soybean_AG4632_DMCC2165_Stationary_25fold_stemRep1_IsolateRep4","WB_only","sample3",78.801,4.61090426406408
"575",575,"ES8","Digital",357,"DSC_0476.ES8_191.sample3.WB_only.clean.jpg.chl.csv","DSC_0476","ES8_191","soybean","AG4632","DMCC2165","Stationary","25fold","isolateRep4","stemRep2","ES8_Soybean_AG4632_DMCC2165_Stationary_25fold_stemRep2_IsolateRep4","WB_only","sample3",78.014,4.59473417963062
"576",576,"ES8","Digital",444,"DSC_0536.ES8_192.sample3.WB_only.clean.jpg.chl.csv","DSC_0536","ES8_192","soybean","AG4632","DMCC2165","Stationary","25fold","isolateRep4","stemRep3","ES8_Soybean_AG4632_DMCC2165_Stationary_25fold_stemRep3_IsolateRep4","WB_only","sample3",352.368,7.78840920708944
